OrderID,Order date,Start date,End date,Email,CardNumber,PackageID,HotelID,Number of nights,FlightFromNumber,FlightToNumber,Hotel Name,Stars,Review Scores,PropertyStyle,Wifi,Hotel City,Hotel Country,WW Erea,Flight company- From,Flight company- Back,Gender,Birthdate,Age,GroupAge,Order Month,Order weekday,Order hour,Starting date- year,Starting date- Quarter,Starting date- Month,Number of travelers,Price per traveler,Revenue per order,Is returned customer?,Profit,temperature
531333456,17/12/2011 12:38,01/04/2012 0:00,05/04/2012 0:00,flakeg@verizon.net,5295315497021350,1472932615,248,5,ZU9956,EU5630,Marriott,4,4,Ski,True,Rome,Italy,Europe,Brussels Airlines,flydubai,F,25/07/1967 0:00,54,45-55,12,7,12,2012,2,4,5,6288.01,31440.05,TRUE,7231.2115,-20.3486652
531365582,15/12/2016 20:40,12/02/2017 0:00,22/02/2017 0:00,scotfl@comcast.net,9885622128140050,926921838,79,11,JE6743,XO4665,Hilton,4,8,Romantic,True,Prague,Czech Republic,Europe,United,Aegean Airlines,F,21/08/1976 0:00,45,45-55,12,5,20,2017,1,2,3,2286.453333,6859.36,TRUE,2194.9952,18
1305427923,08/10/2011 6:21,17/01/2012 0:00,22/01/2012 0:00,NULL,1430142220438120,818590217,69,6,AG3810,EZ3927,Starwood,5,6,Spa/Wellness,True,New York City,United States,North America,La Compagnie,easyJet,F,NULL,#VALUE!,,10,7,6,2012,1,1,4,4285.60775,17142.431,FALSE,2377.03206,16
531358831,03/07/2016 21:41,27/12/2016 0:00,29/12/2016 0:00,amimojo@hotmail.com,1288505795679960,818590217,69,3,AG3810,EZ3927,Starwood,5,8,Spa/Wellness,True,New York City,United States,North America,La Compagnie,easyJet,F,13/10/1977,44,35-45,7,1,21,2016,4,12,4,4285.60775,17142.431,TRUE,1645.63758,25
531360581,09/11/2016 22:22,09/12/2016 0:00,16/12/2016 0:00,rasca@live.com,2912722242295820,818590217,69,8,AG3810,EZ3927,Starwood,4,8,Spa/Wellness,True,New York City,United States,North America,La Compagnie,easyJet,F,31/07/1978,43,35-45,11,4,22,2016,4,12,4,4285.60775,17142.431,TRUE,1645.63758,11
531376365,11/12/2016 23:55,29/01/2017 0:00,31/01/2017 0:00,kmself@att.net,4558031201264990,818590217,69,3,AG3810,EZ3927,Starwood,5,5,Spa/Wellness,True,New York City,United States,North America,La Compagnie,easyJet,F,28/08/1976,45,45-55,12,1,23,2017,1,1,4,4285.60775,17142.431,TRUE,2377.03206,18
531350148,18/12/2018 1:54,13/02/2019 0:00,18/02/2019 0:00,sjmuir@outlook.com,5339421669398220,413016376,39,6,OK9233,ZF1843,Hyatt,5,7,Luxury,False,Guatemala City,Guatemala,Latin America,Vistara,Brussels Airlines,F,29/07/1970,51,45-55,12,3,1,2019,1,2,2,4285.275,8570.55,TRUE,4022.576,20
531335296,23/04/2018 18:28,04/08/2018 0:00,11/08/2018 0:00,teverett@optonline.net,6117100029289950,1948579533,176,8,BU4262,KE6728,Carlson,3,10,Family,True,Algiers,Algeria,Africa,bmi regional,Saudia,M,30/04/1972 0:00,50,45-55,4,2,18,2018,3,8,7,2281.113143,15967.792,FALSE,3033.88048,31
531369647,22/09/2016 13:14,29/12/2016 0:00,04/01/2017 0:00,karasik@me.com,6795005399580100,1948579533,176,7,BU4262,KE6728,Carlson,2,4,Family,True,Algiers,Algeria,Africa,bmi regional,Saudia,F,25/02/1987 0:00,35,25-35,9,5,13,2016,4,12,7,2281.113143,15967.792,TRUE,2874.20256,22
531366188,07/12/2014 12:25,11/12/2014 0:00,17/12/2014 0:00,qzmuhfnm.autjvds@gmail.com,2458666202899210,1948579533,176,7,BU4262,KE6728,Carlson,1,6,Family,True,Algiers,Algeria,Africa,bmi regional,Saudia,O,05/01/1996 0:00,26,25-35,12,1,12,2014,4,12,7,2281.113143,15967.792,TRUE,2874.20256,31
531341960,29/07/2011 10:16,06/12/2011 0:00,18/12/2011 0:00,amaranth@att.net,9100952858231210,1948579533,176,13,BU4262,KE6728,Carlson,3,6,Family,True,Algiers,Algeria,Africa,bmi regional,Saudia,O,10/02/1996 0:00,26,25-35,7,6,10,2011,4,12,7,2281.113143,15967.792,TRUE,2874.20256,24
1140525234,17/11/2015 20:02,31/12/2015 0:00,07/01/2016 0:00,NULL,1928393798440800,1475455584,134,8,VZ0336,VN3935,Hilton,5,4,Romantic,False,Guatemala City,Guatemala,Latin America,Aeroflot,Peach,F,NULL,#VALUE!,,11,3,20,2015,4,12,5,2280.7264,11403.632,FALSE,2052.65376,17
531304190,18/11/2018 7:49,14/12/2018 0:00,17/12/2018 0:00,wainwrig@yahoo.com,4391694922958630,383928153,36,4,SN7131,QX4469,Hilton,4,7,Family,True,Rio de Janeiro,Brazil,Latin America,Middle East Airlines,Scoot Airlines,O,02/10/1956,65,65+,11,1,7,2018,4,12,6,2277.208,13663.248,TRUE,2459.38464,39
531334442,19/07/2015 12:51,17/12/2015 0:00,24/12/2015 0:00,rohitm@hotmail.com,5727018874894580,1496775916,200,8,UU1929,WJ4021,Marriott,5,4,Luxury,False,Yekaterinburg,Russia,Europe,Aer Lingus,United,F,10/08/1975 0:00,46,45-55,7,1,12,2015,4,12,3,4262.266667,12786.8,TRUE,3381.624,22
531357264,24/12/2016 9:04,30/05/2017 0:00,05/06/2017 0:00,hauma@yahoo.ca,5998993635631730,1262839876,115,7,ML4687,GY3780,Carlson,4,9,Luxury,False,Rio de Janeiro,Brazil,Latin America,La Compagnie,Edelweiss Air,M,15/07/1960,62,55-65,12,7,9,2017,2,5,6,4260.304667,25561.828,TRUE,8263.60216,20
531345413,28/06/2013 18:50,25/07/2013 0:00,26/07/2013 0:00,frikazoyd@verizon.net,7153058503158570,1950123719,176,2,SB6460,CF9014,Carlson,5,6,Family,True,Algiers,Algeria,Africa,China Eastern,Air Tahiti Nui,F,25/10/1952 0:00,69,65+,6,6,18,2013,3,7,3,2256.739333,6770.218,TRUE,1421.74578,24
531357810,26/02/2016 18:44,18/05/2016 0:00,21/05/2016 0:00,guialbu@hotmail.com,1180561332077900,1950123719,176,4,SB6460,CF9014,Carlson,2,7,Family,True,Algiers,Algeria,Africa,China Eastern,Air Tahiti Nui,O,16/11/1990 0:00,31,25-35,2,6,18,2016,2,5,3,2256.739333,6770.218,TRUE,1489.44796,20
531355596,26/04/2014 10:57,09/10/2014 0:00,11/10/2014 0:00,kjucuon.lhujgtnhc@gmail.com,2037859417839190,1312263422,217,3,WJ4021,AO1446,Carlson,5,6,Romantic,False,Dallas,United States,North America,United,SWISS,F,05/11/1985,36,35-45,4,7,10,2014,4,10,6,2255.21,13531.26,TRUE,2841.5646,17
531338964,31/12/2013 18:49,23/04/2014 0:00,25/04/2014 0:00,loscar@att.net,7722351644020800,1312263422,217,3,WJ4021,AO1446,Carlson,5,9,Romantic,False,Dallas,United States,North America,United,SWISS,F,04/07/1982,40,35-45,12,3,18,2014,2,4,6,2255.21,13531.26,TRUE,3112.1898,12
531015250,05/06/2017 20:29,02/08/2017 0:00,08/08/2017 0:00,NULL,2938765827449280,1620443584,143,7,LJ7468,FZ7784,Accor,4,5,Romantic,True,Lima,Peru,Latin America,Aer Lingus,Xiamen Airlines,F,NULL,#VALUE!,,6,2,20,2017,3,8,4,2254.82,9019.28,FALSE,1713.6632,21
531369428,03/12/2014 16:37,31/12/2014 0:00,07/01/2015 0:00,alastair@yahoo.ca,6352329312494620,1620443584,143,8,LJ7468,FZ7784,Accor,5,9,Romantic,True,Lima,Peru,Latin America,Aer Lingus,Xiamen Airlines,F,03/06/1960,62,55-65,12,4,16,2014,4,12,4,2254.82,9019.28,TRUE,1623.4704,18
531347739,11/07/2017 13:19,21/08/2017 0:00,25/08/2017 0:00,goldberg@me.com,9730625033018360,1620443584,143,5,LJ7468,FZ7784,Accor,5,5,Romantic,True,Lima,Peru,Latin America,Aer Lingus,Xiamen Airlines,M,22/08/1976,45,45-55,7,3,13,2017,3,8,4,2254.82,9019.28,TRUE,1713.6632,21
531336174,08/03/2018 0:38,26/08/2018 0:00,27/08/2018 0:00,phyruxus@aol.com,6484422252464790,2015051623,180,2,VR9770,OL9627,Hyatt,1,10,Family,True,Paris,France,Europe,LATAM Brasil,Thomas Cook Airlines,F,04/07/1969 0:00,53,45-55,3,5,0,2018,3,8,7,2253.28,15772.96,TRUE,2996.8624,12
531352239,11/04/2016 22:30,31/08/2016 0:00,03/09/2016 0:00,tsrjbggt.fsvuutum@gmail.com,9566787514967010,2015051623,180,4,VR9770,OL9627,Hyatt,1,5,Family,True,Paris,France,Europe,LATAM Brasil,Thomas Cook Airlines,M,28/06/1965 0:00,57,55-65,4,2,22,2016,3,8,7,2253.28,15772.96,TRUE,2996.8624,20
531358321,31/03/2012 8:13,20/08/2012 0:00,26/08/2012 0:00,schumer@verizon.net,5522947881093000,2015051623,180,7,VR9770,OL9627,Hyatt,2,7,Family,True,Paris,France,Europe,LATAM Brasil,Thomas Cook Airlines,F,09/10/1952 0:00,69,65+,3,7,8,2012,3,8,7,2253.28,15772.96,TRUE,2996.8624,17
531332308,09/08/2013 15:07,04/02/2014 0:00,11/02/2014 0:00,majordick@me.com,4712596318618490,1891481500,169,8,TT5703,YN7958,Accor,4,7,Romantic,True,Paris,France,Europe,Azul,Finnair,F,27/04/1969 0:00,53,45-55,8,6,15,2014,1,2,1,2251.61,2251.61,TRUE,720.5152,20
531342437,17/10/2015 20:51,13/12/2015 0:00,19/12/2015 0:00,benits@sbcglobal.net,9360919294188740,1701687386,153,7,JE6743,XO4665,InterContinental,4,10,Romantic,True,Prague,Czech Republic,Europe,United,Aegean Airlines,O,29/07/1992 0:00,29,25-35,10,7,20,2015,4,12,4,2249.048,8996.192,TRUE,1619.31456,14
531341100,11/05/2019 17:58,21/06/2019 0:00,25/06/2019 0:00,shaffei@msn.com,8637685662565890,1228282161,111,5,AI8776,ET3049,Hilton,4,4,Beach,False,New York City,United States,North America,Qantas,Air Italy,F,03/12/1973,48,45-55,5,7,17,2019,2,6,2,2235.066,4470.132,TRUE,1072.83168,26.15555836
149758811,05/02/2011 12:33,22/06/2011 0:00,01/07/2011 0:00,xvnfhakk.mexntxd@gmail.com,5492196131477250,1228282161,111,10,AI8776,ET3049,Hilton,4,9,Beach,False,New York City,United States,North America,Qantas,Air Italy,M,14/03/1968,54,45-55,2,7,12,2011,2,6,2,2235.066,4470.132,TRUE,1072.83168,33.46115938
531344501,01/03/2016 20:45,18/08/2016 0:00,26/08/2016 0:00,NULL,9979062924661580,2012727119,180,9,PY3454,RP0961,Hyatt,5,8,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,F,NULL,#VALUE!,,3,3,20,2016,3,8,6,2234.27,13405.62,FALSE,2547.0678,22
2071575343,08/02/2016 3:02,20/04/2016 0:00,28/04/2016 0:00,,9169269396738880,2012727119,180,9,PY3454,RP0961,Hyatt,4,8,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,F,16/01/1990 0:00,32,25-35,2,2,3,2016,2,4,6,2234.27,13405.62,FALSE,3083.2926,28
531339959,11/05/2016 7:14,07/09/2016 0:00,14/09/2016 0:00,NULL,8121629159812320,2012727119,180,8,PY3454,RP0961,Hyatt,1,8,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,F,NULL,#VALUE!,,5,4,7,2016,3,9,6,2234.27,13405.62,FALSE,2547.0678,22
531359095,03/08/2016 12:19,07/09/2016 0:00,09/09/2016 0:00,yzheng@live.com,1100096716451920,2012727119,180,3,PY3454,RP0961,Hyatt,4,9,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,F,08/09/1993 0:00,28,25-35,8,4,12,2016,3,9,6,2234.27,13405.62,TRUE,2547.0678,26
531353632,28/05/2015 20:27,13/09/2015 0:00,18/09/2015 0:00,matsn@icloud.com,2746291365819320,2012727119,180,6,PY3454,RP0961,Hyatt,3,10,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,O,10/08/1963 0:00,58,55-65,5,5,20,2015,3,9,6,2234.27,13405.62,TRUE,2547.0678,27
531351950,19/03/2014 6:31,13/04/2014 0:00,15/04/2014 0:00,gravyface@sbcglobal.net,2331276456769500,2012727119,180,3,PY3454,RP0961,Hyatt,3,10,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,F,29/11/1999 0:00,22,-25,3,4,6,2014,2,4,6,2234.27,13405.62,TRUE,3083.2926,22
531372118,05/09/2018 2:51,16/11/2018 0:00,18/11/2018 0:00,jcholewa@live.com,1912506066970420,2012727119,180,3,PY3454,RP0961,Hyatt,1,7,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,O,30/12/1985 0:00,36,35-45,9,4,2,2018,4,11,6,2234.27,13405.62,TRUE,2681.124,24
531369945,09/05/2012 23:09,08/09/2012 0:00,12/09/2012 0:00,smtkxdkj.rcoulsvv@gmail.com,2502052250333630,2012727119,180,5,PY3454,RP0961,Hyatt,1,4,Family,True,Paris,France,Europe,Transavia Airlines,Skylanes,O,21/09/1958 0:00,63,55-65,5,4,23,2012,3,9,6,2234.27,13405.62,TRUE,2547.0678,22
531374569,13/07/2018 21:29,01/12/2018 0:00,04/12/2018 0:00,denism@outlook.com,1281260406925820,1601254010,143,4,NU2859,GZ7141,Accor,4,10,Romantic,True,Lima,Peru,Latin America,Brussels Airlines,Bangkok Airways,F,10/08/1993,28,25-35,7,6,21,2018,4,12,3,2234.224,6702.672,TRUE,1206.48096,19
531364791,13/11/2016 16:22,17/12/2016 0:00,25/12/2016 0:00,ebassi@mac.com,9489330462510050,1601254010,143,9,NU2859,GZ7141,Accor,4,5,Romantic,True,Lima,Peru,Latin America,Brussels Airlines,Bangkok Airways,F,16/04/1970,52,45-55,11,1,16,2016,4,12,3,2234.224,6702.672,TRUE,1206.48096,21
531363776,01/06/2014 0:05,11/08/2014 0:00,17/08/2014 0:00,sscorpio@aol.com,1943545286164480,1601254010,143,7,NU2859,GZ7141,Accor,4,7,Romantic,True,Lima,Peru,Latin America,Brussels Airlines,Bangkok Airways,M,28/01/1996,26,25-35,6,1,0,2014,3,8,3,2234.224,6702.672,TRUE,1273.50768,22
1492854321,21/08/2018 9:19,05/10/2018 0:00,09/10/2018 0:00,npparbpv.hbkfgnpi@gmail.com,6186572028277090,1402332964,128,5,VD8664,XJ4097,Choice,5,7,Beach,True,Dallas,United States,North America,SAS,British Airways,F,25/08/1961,60,55-65,8,3,9,2018,4,10,3,2228.995,6686.985,TRUE,1404.26685,33.50950292
531356859,14/01/2012 6:26,23/02/2012 0:00,28/02/2012 0:00,ournews@gmail.com,6658005798146580,2111651920,232,6,XT8799,JE3098,Accor,4,7,Luxury,True,Tel Aviv,Israel,Asia,AirAsia,Vietnam Airlines,O,30/03/1996 0:00,26,25-35,1,7,6,2012,1,2,4,4227.835,16911.34,TRUE,7971.6288,14
531096298,29/04/2014 4:34,17/08/2014 0:00,25/08/2014 0:00,zeitlin@yahoo.ca,3331496675797530,1437678196,131,9,NU2859,GZ7141,Hyatt,4,10,Spa/Wellness,True,Lima,Peru,Latin America,Brussels Airlines,Bangkok Airways,O,18/11/1991,30,25-35,4,3,4,2014,3,8,5,4227.2992,21136.496,TRUE,2115.93424,13
531336420,14/07/2011 10:52,11/08/2011 0:00,12/08/2011 0:00,benits@hotmail.com,6611952602779480,1437678196,131,2,NU2859,GZ7141,Hyatt,5,7,Spa/Wellness,True,Lima,Peru,Latin America,Brussels Airlines,Bangkok Airways,F,13/09/1969,52,45-55,7,5,10,2011,3,8,5,4227.2992,21136.496,TRUE,2115.93424,20
531357777,06/06/2016 14:32,14/09/2016 0:00,21/09/2016 0:00,isaacson@yahoo.ca,3894525647781580,699704751,61,8,JZ0457,GB8957,Choice,4,10,Spa/Wellness,True,Budapest,Hungary,Europe,Tunis Air,WOW air,O,27/01/1963 0:00,59,55-65,6,2,14,2016,3,9,3,4225.81,12677.43,TRUE,1268.7117,6
531364471,17/06/2013 13:15,22/10/2013 0:00,28/10/2013 0:00,rcwil@att.net,1073841776919430,699704751,61,7,JZ0457,GB8957,Choice,4,5,Spa/Wellness,True,Budapest,Hungary,Europe,Tunis Air,WOW air,F,25/05/1968 0:00,54,45-55,6,2,13,2013,4,10,3,4225.81,12677.43,TRUE,1402.2603,24
531333092,20/08/2016 9:03,11/09/2016 0:00,15/09/2016 0:00,staikos@outlook.com,5110176263827850,699704751,61,5,JZ0457,GB8957,Choice,4,4,Spa/Wellness,True,Budapest,Hungary,Europe,Tunis Air,WOW air,F,18/04/1979 0:00,43,35-45,8,7,9,2016,3,9,3,4225.81,12677.43,TRUE,1268.7117,22
531361248,09/06/2012 20:07,26/11/2012 0:00,05/12/2012 0:00,policies@verizon.net,2091510540713940,699704751,61,10,JZ0457,GB8957,Choice,4,6,Spa/Wellness,True,Budapest,Hungary,Europe,Tunis Air,WOW air,F,23/01/1966 0:00,56,55-65,6,7,20,2012,4,11,3,4225.81,12677.43,TRUE,1335.486,13
531347017,02/11/2015 9:35,05/12/2015 0:00,08/12/2015 0:00,pjvmpies.iqzxole@gmail.com,4999261324763510,681693836,58,4,LJ7468,FZ7784,Marriott,3,7,Beach,True,Lima,Peru,Latin America,Aer Lingus,Xiamen Airlines,M,09/01/1997,25,-25,11,2,9,2015,4,12,4,2221.868,8887.472,TRUE,1599.74496,34.96153383
531370521,08/12/2018 21:37,17/03/2019 0:00,18/03/2019 0:00,ekwobvh.coqmvktp@gmail.com,3253042515050890,640821673,234,2,YE6924,FN3642,Choice,1,4,Family,True,Kharkiv,Ukraine,Europe,TACA,Oman Air,O,26/11/1975 0:00,46,45-55,12,7,21,2019,1,3,4,2221.62875,8886.515,TRUE,2221.62875,29
531348975,03/02/2015 11:46,20/05/2015 0:00,25/05/2015 0:00,aglassis@msn.com,7523323318567560,1563992744,140,6,AG3810,EZ3927,Accor,5,6,Beach,True,New York City,United States,North America,La Compagnie,easyJet,F,10/09/1978,43,35-45,2,3,11,2015,2,5,6,2205.219333,13231.316,TRUE,2910.88952,34.4726432
531349307,12/07/2016 2:36,20/07/2016 0:00,21/07/2016 0:00,dsugal@yahoo.com,8660964727654270,1563992744,140,2,AG3810,EZ3927,Accor,3,5,Beach,True,New York City,United States,North America,La Compagnie,easyJet,F,21/07/1997,24,-25,7,3,2,2016,3,7,6,2205.219333,13231.316,TRUE,2778.57636,35.20632173
531349540,29/01/2011 0:29,07/02/2011 0:00,08/02/2011 0:00,twoflower@optonline.net,9143619426869370,1053995755,94,2,WN9017,VA3446,Best Western,4,10,Family,True,Algiers,Algeria,Africa,ANA,French bee,F,27/10/1999 0:00,22,-25,1,7,0,2011,1,2,4,2202.2625,8809.05,TRUE,2818.896,37
531337619,28/02/2017 8:03,05/06/2017 0:00,10/06/2017 0:00,NULL,7144741443705990,1981617846,209,6,VR9770,ZE5071,Marriott,5,10,Beach,True,Hamburg,Germany,Europe,LATAM Brasil,Virgin Atlantic,F,NULL,#VALUE!,,2,3,8,2017,2,6,3,2196.908,6590.724,FALSE,1581.77376,33.12264313
565558163,20/06/2019 3:54,04/11/2019 0:00,11/11/2019 0:00,nsrezdf.cgcmlsegd@gmail.com,5374253520071440,1202621818,107,8,UG9305,XC9903,InterContinental,2,9,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Royal Brunei,M,05/07/1988 0:00,34,25-35,6,5,3,2019,4,11,6,2196.3925,13178.355,TRUE,2635.671,36.11796519
531341877,18/07/2015 10:35,09/10/2015 0:00,16/10/2015 0:00,yiyvrolv.auhqsdm@gmail.com,9041625352028960,1202621818,107,8,UG9305,XC9903,InterContinental,1,6,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Royal Brunei,F,30/06/1994 0:00,28,25-35,7,7,10,2015,4,10,6,2196.3925,13178.355,TRUE,2767.45455,37.12641516
531343760,01/11/2013 0:01,14/11/2013 0:00,16/11/2013 0:00,zhdlefxa.iokouu@gmail.com,9918460725270530,1202621818,107,3,UG9305,XC9903,InterContinental,2,4,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Royal Brunei,F,ALUE!,#VALUE!,,11,6,0,2013,4,11,6,2196.3925,13178.355,TRUE,2635.671,37.06516174
531374428,07/02/2011 7:09,16/04/2011 0:00,19/04/2011 0:00,catalog@sbcglobal.net,1184427967907200,1202621818,107,4,UG9305,XC9903,InterContinental,5,10,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Royal Brunei,M,26/09/1982 0:00,39,35-45,2,2,7,2011,2,4,6,2196.3925,13178.355,FALSE,3031.02165,26.7309605
531359744,07/04/2019 15:01,27/09/2019 0:00,03/10/2019 0:00,paulv@gmail.com,9554543708382240,1206524025,107,7,UG9305,ZC9429,InterContinental,4,8,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Japan Airlines,O,ALUE!,#VALUE!,,4,1,15,2019,3,9,5,2194.1448,10970.724,TRUE,2084.43756,26.83231687
1206964484,28/07/2012 8:08,05/12/2012 0:00,13/12/2012 0:00,farber@msn.com,1547589974590600,614509722,55,9,HH7743,VV9734,Choice,2,10,Beach,True,Campinas,Brazil,Latin America,KLM,Qantas,M,13/03/1975,47,45-55,7,7,8,2012,4,12,5,2192.9024,10964.512,TRUE,1973.61216,39.49502012
531338086,24/02/2012 11:03,14/08/2012 0:00,20/08/2012 0:00,hermes@att.net,7338564726832400,614509722,55,7,HH7743,VV9734,Choice,2,4,Beach,True,Campinas,Brazil,Latin America,KLM,Qantas,F,30/01/2002,20,-25,2,6,11,2012,3,8,5,2192.9024,10964.512,TRUE,2083.25728,34.79024101
531367216,08/11/2011 11:51,27/12/2011 0:00,02/01/2012 0:00,nanop@icloud.com,2642662367552920,614509722,55,7,HH7743,VV9734,Choice,2,10,Beach,True,Campinas,Brazil,Latin America,KLM,Qantas,F,25/07/1992,29,25-35,11,3,11,2011,4,12,5,2192.9024,10964.512,TRUE,1973.61216,29.79500164
531362980,06/02/2018 14:07,24/03/2018 0:00,29/03/2018 0:00,shqhvbz.lokryrav@gmail.com,5116128415530420,818590217,69,6,AG3810,EZ3927,Starwood,4,6,Spa/Wellness,True,New York City,United States,North America,La Compagnie,easyJet,O,16/11/1976,45,45-55,2,3,14,2018,1,3,4,4186.2335,16744.934,TRUE,2186.2335,5
531311613,16/02/2014 18:16,27/04/2014 0:00,04/05/2014 0:00,NULL,4419927068188300,1185802326,107,8,UG9305,HJ0716,InterContinental,5,7,Beach,True,Paris,France,Europe,Thomas Cook Airlines,Vueling Airlines,F,28171,45,35-45,2,1,18,2014,2,4,6,2185.54,13113.24,FALSE,3016.0452,28.82273407
1150629861,07/05/2018 10:51,03/08/2018 0:00,04/08/2018 0:00,sjmuir@aol.com,2317245042930370,1378646733,125,2,TT5703,YN7958,Best Western,5,8,Romantic,True,Paris,France,Europe,Azul,Finnair,F,02/11/1951 0:00,70,65+,5,2,10,2018,3,8,6,2183.216,13099.296,TRUE,2488.86624,20
531109448,16/03/2013 16:19,04/08/2013 0:00,12/08/2013 0:00,pakaste@icloud.com,3396168818971860,1378646733,125,9,TT5703,YN7958,Best Western,5,10,Romantic,True,Paris,France,Europe,Azul,Finnair,F,11/09/1956 0:00,65,65+,3,7,16,2013,3,8,6,2183.216,13099.296,TRUE,2488.86624,24
531371290,24/03/2019 12:48,23/08/2019 0:00,27/08/2019 0:00,fraser@outlook.com,6915947755301350,1378646733,125,5,TT5703,YN7958,Best Western,4,9,Romantic,True,Paris,France,Europe,Azul,Finnair,F,02/08/1956 0:00,65,65+,3,1,12,2019,3,8,6,2183.216,13099.296,TRUE,2488.86624,14
531343007,31/01/2015 2:57,31/03/2015 0:00,06/04/2015 0:00,louise@yahoo.com,9616767858935340,416718760,39,7,BC4355,TE2145,Hyatt,4,8,Luxury,False,Guatemala City,Guatemala,Latin America,Hawaiian Airlines,Aeroflot,F,03/12/1973,48,45-55,1,7,2,2015,1,3,5,4182.862,20914.31,TRUE,7728.5775,15
530952210,19/09/2014 8:21,15/03/2015 0:00,24/03/2015 0:00,parents@me.com,2633241346524230,416718760,39,10,BC4355,TE2145,Hyatt,5,8,Luxury,False,Guatemala City,Guatemala,Latin America,Hawaiian Airlines,Aeroflot,F,09/08/1973,48,45-55,9,6,8,2015,1,3,5,4182.862,20914.31,TRUE,7728.5775,15
531333338,16/09/2014 19:31,09/03/2015 0:00,16/03/2015 0:00,dmath@aol.com,5246673438836020,1407443702,128,8,BO9152,XB0333,Choice,1,10,Beach,True,Dallas,United States,North America,Korean Air,Air Canada,F,26/02/1995,27,25-35,9,3,19,2015,1,3,3,2172.679667,6518.039,TRUE,1629.50975,36.78530057
531355312,15/10/2014 21:36,04/03/2015 0:00,05/03/2015 0:00,cosimo@mac.com,1967556037628150,1407443702,128,2,BO9152,XB0333,Choice,5,8,Beach,True,Dallas,United States,North America,Korean Air,Air Canada,O,04/12/1979,42,35-45,10,4,21,2015,1,3,3,2172.679667,6518.039,TRUE,1629.50975,37.07900355
531363576,17/03/2017 15:48,21/05/2017 0:00,26/05/2017 0:00,soggaqqc.yoptnuj@gmail.com,5170733887761910,1633222042,249,6,ZU9956,CE8957,Accor,4,10,Spa/Wellness,True,Barcelona,Spain,Europe,Brussels Airlines,Viva Aerobus,F,09/04/1975 0:00,47,45-55,3,6,15,2017,2,5,4,4165.394,16661.576,TRUE,1905.54672,16
531297159,03/05/2019 3:56,29/05/2019 0:00,08/06/2019 0:00,uoaqgio.cgtjzdqcl@gmail.com,4354517772372980,389251419,37,11,MM2140,FR0599,Starwood,5,9,Luxury,True,Algiers,Algeria,Africa,Korean Air,Viva Aerobus,O,01/07/1977 0:00,45,35-45,5,6,3,2019,2,5,4,4164.771,16659.084,TRUE,5424.99848,13
531322513,05/11/2017 3:58,02/04/2018 0:00,05/04/2018 0:00,ivoibs@yahoo.com,4474870185805950,891807333,75,4,BA1407,KZ4960,Hyatt,5,7,Ski,True,Campinas,Brazil,Latin America,Volotea,Transavia Airlines,F,19/12/1958,63,55-65,11,1,3,2018,2,4,5,6163.783,30818.915,FALSE,7088.35045,-9.006078587
531349038,17/06/2017 10:14,13/10/2017 0:00,16/10/2017 0:00,vrwyjwkf.uivdeqysdx@gmail.com,2490363620855960,891807333,75,4,BA1407,KZ4960,Hyatt,4,8,Ski,True,Campinas,Brazil,Latin America,Volotea,Transavia Airlines,M,03/09/1971,50,45-55,6,7,10,2017,4,10,5,6163.783,30818.915,TRUE,6471.97215,-2.745035656
531133712,03/06/2011 11:12,01/11/2011 0:00,08/11/2011 0:00,dogdude@yahoo.ca,3500018180099330,891807333,75,8,BA1407,KZ4960,Hyatt,5,4,Ski,True,Campinas,Brazil,Latin America,Volotea,Transavia Airlines,O,12/09/1962,59,55-65,6,6,11,2011,4,11,5,6163.783,30818.915,TRUE,6163.783,-11.43427855
1010741016,29/10/2011 6:54,31/10/2011 0:00,07/11/2011 0:00,zwood@att.net,1395396128998510,891807333,75,8,BA1407,KZ4960,Hyatt,4,6,Ski,True,Campinas,Brazil,Latin America,Volotea,Transavia Airlines,F,12/11/2001,20,-25,10,7,6,2011,4,10,5,6163.783,30818.915,TRUE,6471.97215,-0.389126558
531332938,09/02/2011 8:12,06/04/2011 0:00,12/04/2011 0:00,balchen@outlook.com,5041268924986480,891807333,75,7,BA1407,KZ4960,Hyatt,5,7,Ski,True,Campinas,Brazil,Latin America,Volotea,Transavia Airlines,O,16/11/1987,34,25-35,2,4,8,2011,2,4,5,6163.783,30818.915,TRUE,7088.35045,-14.91307562
531373761,12/06/2018 15:50,07/08/2018 0:00,14/08/2018 0:00,dalamb@outlook.com,9336156939190920,1190396924,107,8,WG8458,GR7908,InterContinental,1,8,Beach,True,Paris,France,Europe,British Airways,Aeromexico,F,ALUE!,#VALUE!,,6,3,15,2018,3,8,6,2159.810667,12958.864,TRUE,2462.18416,31.73268178
